# r/D;g;g'
1.790000000000000480e-01;1.105000000000000010e-01;5.709999999999999798e-02
1.852000000000000313e-01;8.730000000000000260e-02;4.819999999999999979e-02
1.914000000000000146e-01;6.990000000000000380e-02;3.950000000000000039e-02
1.975000000000000089e-01;5.759999999999999842e-02;3.080000000000000099e-02
2.036999999999999922e-01;4.850000000000000144e-02;2.290000000000000022e-02
2.098999999999999755e-01;4.159999999999999809e-02;1.640000000000000138e-02
2.159999999999999698e-01;3.699999999999999817e-02;1.170000000000000033e-02
2.221999999999999531e-01;3.280000000000000276e-02;8.899999999999999925e-03
2.284000000000000474e-01;2.929999999999999966e-02;7.300000000000000065e-03
2.346000000000000307e-01;2.750000000000000014e-02;6.799999999999999621e-03
2.407000000000000250e-01;2.620000000000000107e-02;6.499999999999999702e-03
2.469000000000000083e-01;2.529999999999999957e-02;6.100000000000000387e-03
2.530999999999999917e-01;2.359999999999999945e-02;5.899999999999999863e-03
2.592999999999999750e-01;2.210000000000000159e-02;6.000000000000000125e-03
2.653999999999999693e-01;2.029999999999999860e-02;5.700000000000000205e-03
2.715999999999999526e-01;1.849999999999999908e-02;5.700000000000000205e-03
2.778000000000000469e-01;1.640000000000000138e-02;5.599999999999999943e-03
2.840000000000000302e-01;1.510000000000000057e-02;5.599999999999999943e-03
2.901000000000000245e-01;1.379999999999999977e-02;5.499999999999999681e-03
2.963000000000000078e-01;1.299999999999999940e-02;5.599999999999999943e-03
3.024999999999999911e-01;1.209999999999999964e-02;5.499999999999999681e-03
3.085999999999999854e-01;1.129999999999999928e-02;5.499999999999999681e-03
3.147999999999999687e-01;1.060000000000000005e-02;5.300000000000000024e-03
3.209999999999999520e-01;1.050000000000000065e-02;5.100000000000000366e-03
3.272000000000000464e-01;1.020000000000000073e-02;5.000000000000000104e-03
3.333000000000000407e-01;1.009999999999999960e-02;5.100000000000000366e-03
3.395000000000000240e-01;9.900000000000000813e-03;5.100000000000000366e-03
3.457000000000000073e-01;9.700000000000000289e-03;4.899999999999999842e-03
3.518999999999999906e-01;9.299999999999999239e-03;4.700000000000000185e-03
3.579999999999999849e-01;8.899999999999999925e-03;4.899999999999999842e-03
3.641999999999999682e-01;8.699999999999999400e-03;4.899999999999999842e-03
3.703999999999999515e-01;8.399999999999999481e-03;4.899999999999999842e-03
3.764999999999999458e-01;8.399999999999999481e-03;5.000000000000000104e-03
3.827000000000000401e-01;7.799999999999999642e-03;5.000000000000000104e-03
3.889000000000000234e-01;7.599999999999999985e-03;4.899999999999999842e-03
3.951000000000000068e-01;7.300000000000000065e-03;5.000000000000000104e-03
4.012000000000000011e-01;7.599999999999999985e-03;5.199999999999999761e-03
4.073999999999999844e-01;7.599999999999999985e-03;5.100000000000000366e-03
4.135999999999999677e-01;8.000000000000000167e-03;5.100000000000000366e-03
4.197999999999999510e-01;8.099999999999999561e-03;5.100000000000000366e-03
4.258999999999999453e-01;8.600000000000000006e-03;5.199999999999999761e-03
4.321000000000000396e-01;8.600000000000000006e-03;5.100000000000000366e-03
4.383000000000000229e-01;9.199999999999999845e-03;5.199999999999999761e-03
4.444000000000000172e-01;1.009999999999999960e-02;5.300000000000000024e-03
4.506000000000000005e-01;1.099999999999999936e-02;5.499999999999999681e-03
4.567999999999999838e-01;1.250000000000000069e-02;5.799999999999999600e-03
4.629999999999999671e-01;1.480000000000000066e-02;6.100000000000000387e-03
4.690999999999999615e-01;1.789999999999999925e-02;6.400000000000000307e-03
4.752999999999999448e-01;2.089999999999999844e-02;6.599999999999999964e-03
4.815000000000000391e-01;2.630000000000000046e-02;7.499999999999999722e-03
4.877000000000000224e-01;3.350000000000000200e-02;8.399999999999999481e-03
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
